OrderDetailKey|OrderDetailId|OrderId|ProductId|OrderDetailUnitPrice|Quantity|Discount|OrderKey|CustomerId|EmployeeId|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductKey|ProductName|SupplierId|CategoryId|QuantityPerUnit|ProductUnitPrice|UnitsInStock|UnitsOnOrder|ReorderLevel|Discontinued|CustomerKey|OrderDetailCompanyName|OrderDetailContactName|OrderDetailContactTitle|OrderDetailAddress|OrderDetailCity|OrderDetailRegion|OrderDetailPostalCode|OrderDetailCountry|OrderDetailPhone|OrderDetailFax|EmployeeKey|LastName|FirstName|Title|TitleOfCourtesy|BirthDate|HireDate|EmployeeAddress|EmployeeCity|EmployeeRegion|EmployeePostalCode|EmployeeCountry|HomePhone|Extension|Photo|Notes|ReportsTo|PhotoPath|SupplierKey|SupplierCompanyName|SupplierContactName|SupplierContactTitle|Address|City|Region|PostalCode|Country|SupplierPhone|SupplierFax|HomePage|CategoryKey|CategoryName|Description|OrderDateKey|OrderDateId|OrderDayNameNum|OrderDayNameFull|OrderDayNameAbbrev|OrderMonthNum|OrderMonthFull|OrderMonthAbbrev|OrderDay|OrderYear|OrderWeek|OrderQuarter|OrderHalf|RequiredDateKey|RequiredDateId|RequiredDayNameNum|RequiredDayNameFull|RequiredDayNameAbbrev|RequiredMonthNum|RequiredMonthFull|RequiredMonthAbbrev|RequiredDay|RequiredYear|RequiredWeek|RequiredQuarter|RequiredHalf|ShippedDateKey|ShippedDateId|ShippedDayNameNum|ShippedDayNameFull|ShippedDayNameAbbrev|ShippedMonthNum|ShippedMonthFull|ShippedMonthAbbrev|ShippedDay|ShippedYear|ShippedWeek|ShippedQuarter|ShippedHalf|BirthDateKey|BirthDateId|BirthDayNameNum|BirthDayNameFull|BirthDayNameAbbrev|BirthMonthNum|BirthMonthFull|BirthMonthAbbrev|BirthDay|BirthYear|BirthWeek|BirthQuarter|BirthHalf|HireDateKey|HireDateId|HireDayNameNum|HireDayNameFull|HireDayNameAbbrev|HireMonthNum|HireMonthFull|HireMonthAbbrev|HireDay|HireYear|HireWeek|HireQuarter|HireHalf|ShipperKey|CompanyName|Phone
1946|11001/55|11001|55|24.0|6|0.0|753|FOLKO|2|2014-04-06|2014-05-04|2014-04-14|2|197.3|Folk och fä HB|Åkergatan 24|Bräcke|Northern Europe|S-844 67|Sweden|54|Pâté chinois|25|6|24 boxes x 2 pies|24.0|115|0|20|0|23.0|Folk och fä HB|Maria Larsson|Owner|Åkergatan 24|Bräcke|Northern Europe|S-844 67|Sweden|0695-34 67 21|Unknown Value|1|Fuller|Andrew|Vice President, Sales|Dr.|1984-02-19|2024-08-14|908 W. Capital Way|Tacoma|North America|98401|USA|(206) 555-9482|3457|Unknown Value|Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.|-1.0|http://accweb/emmployees/fuller.bmp|24|Ma Maison|Jean-Guy Lauzon|Marketing Manager|2960 Rue St. Laurent|Montréal|North America|H1J 1C3|Canada|(514) 555-9022|Unknown Value|Unknown Value|5|Meat/Poultry|Prepared meats|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41741.0|41741.0|1|Monday|Mon|4.0|April|Apr|14.0|2014.0|16.0|2.0|1.0|30729|30729|0|Sunday|Sun|2|February|Feb|19|1984|7|1|1|45516|45516|3|Wednesday|Wed|8|August|Aug|14|2024|33|3|2|1|United Package|(503) 555-3199
1947|11002/13|11002|13|6.0|56|0.0|754|SAVEA|4|2014-04-06|2014-05-04|2014-04-16|1|141.16|Save-a-lot Markets|187 Suffolk Ln.|Boise|North America|83720|USA|12|Konbu|6|8|2 kg box|6.0|24|0|5|0|70.0|Save-a-lot Markets|Jose Pavarotti|Sales Representative|187 Suffolk Ln.|Boise|North America|83720|USA|(208) 555-8097|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|5|Mayumi's|Mayumi Ohno|Marketing Representative|92 Setsuko Chuo-ku|Osaka|Eastern Asia|545|Japan|(06) 431-7877|Unknown Value|Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#|7|Seafood|Seaweed and fish|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41743.0|41743.0|3|Wednesday|Wed|4.0|April|Apr|16.0|2014.0|16.0|2.0|1.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|0|Speedy Express|(503) 555-9831
1948|11002/35|11002|35|18.0|15|0.15|754|SAVEA|4|2014-04-06|2014-05-04|2014-04-16|1|141.16|Save-a-lot Markets|187 Suffolk Ln.|Boise|North America|83720|USA|34|Steeleye Stout|16|1|24 - 12 oz bottles|18.0|20|0|15|0|70.0|Save-a-lot Markets|Jose Pavarotti|Sales Representative|187 Suffolk Ln.|Boise|North America|83720|USA|(208) 555-8097|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|15|Bigfoot Breweries|Cheryl Saylor|Regional Account Rep.|3400 - 8th Avenue Suite 210|Bend|North America|97101|USA|(503) 555-9931|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41743.0|41743.0|3|Wednesday|Wed|4.0|April|Apr|16.0|2014.0|16.0|2.0|1.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|0|Speedy Express|(503) 555-9831
1949|11002/42|11002|42|14.0|24|0.15|754|SAVEA|4|2014-04-06|2014-05-04|2014-04-16|1|141.16|Save-a-lot Markets|187 Suffolk Ln.|Boise|North America|83720|USA|41|Singaporean Hokkien Fried Mee|20|5|32 - 1 kg pkgs.|14.0|26|0|0|1|70.0|Save-a-lot Markets|Jose Pavarotti|Sales Representative|187 Suffolk Ln.|Boise|North America|83720|USA|(208) 555-8097|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|19|Leka Trading|Chandra Leka|Owner|471 Serangoon Loop, Suite #402|Singapore|South-East Asia|0512|Singapore|555-8787|Unknown Value|Unknown Value|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41743.0|41743.0|3|Wednesday|Wed|4.0|April|Apr|16.0|2014.0|16.0|2.0|1.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|0|Speedy Express|(503) 555-9831
1950|11002/55|11002|55|24.0|40|0.0|754|SAVEA|4|2014-04-06|2014-05-04|2014-04-16|1|141.16|Save-a-lot Markets|187 Suffolk Ln.|Boise|North America|83720|USA|54|Pâté chinois|25|6|24 boxes x 2 pies|24.0|115|0|20|0|70.0|Save-a-lot Markets|Jose Pavarotti|Sales Representative|187 Suffolk Ln.|Boise|North America|83720|USA|(208) 555-8097|Unknown Value|3|Peacock|Margaret|Sales Representative|Mrs.|1969-09-19|2025-05-03|4110 Old Redmond Rd.|Redmond|North America|98052|USA|(206) 555-8122|5176|Unknown Value|Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992.|2.0|http://accweb/emmployees/peacock.bmp|24|Ma Maison|Jean-Guy Lauzon|Marketing Manager|2960 Rue St. Laurent|Montréal|North America|H1J 1C3|Canada|(514) 555-9022|Unknown Value|Unknown Value|5|Meat/Poultry|Prepared meats|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41743.0|41743.0|3|Wednesday|Wed|4.0|April|Apr|16.0|2014.0|16.0|2.0|1.0|25463|25463|5|Friday|Fri|9|September|Sep|19|1969|38|3|2|45778|45778|6|Saturday|Sat|5|May|May|3|2025|18|2|1|0|Speedy Express|(503) 555-9831
1951|11003/1|11003|1|18.0|4|0.0|755|THECR|3|2014-04-06|2014-05-04|2014-04-08|3|14.91|The Cracker Box|55 Grizzly Peak Rd.|Butte|North America|59801|USA|0|Chai|1|1|10 boxes x 20 bags|18.0|39|0|10|0|77.0|The Cracker Box|Liu Wong|Marketing Assistant|55 Grizzly Peak Rd.|Butte|North America|59801|USA|(406) 555-5834|(406) 555-8083|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|0|Exotic Liquids|Charlotte Cooper|Purchasing Manager|49 Gilbert St.|London|British Isles|EC1 4SD|UK|(171) 555-2222|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41735.0|41735.0|2|Tuesday|Tue|4.0|April|Apr|8.0|2014.0|15.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
1952|11003/40|11003|40|18.4|10|0.0|755|THECR|3|2014-04-06|2014-05-04|2014-04-08|3|14.91|The Cracker Box|55 Grizzly Peak Rd.|Butte|North America|59801|USA|39|Boston Crab Meat|19|8|24 - 4 oz tins|18.4|123|0|30|0|77.0|The Cracker Box|Liu Wong|Marketing Assistant|55 Grizzly Peak Rd.|Butte|North America|59801|USA|(406) 555-5834|(406) 555-8083|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|18|New England Seafood Cannery|Robb Merchant|Wholesale Account Agent|Order Processing Dept. 2100 Paul Revere Blvd.|Boston|North America|02134|USA|(617) 555-3267|(617) 555-3389|Unknown Value|7|Seafood|Seaweed and fish|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41735.0|41735.0|2|Tuesday|Tue|4.0|April|Apr|8.0|2014.0|15.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
1953|11003/52|11003|52|7.0|10|0.0|755|THECR|3|2014-04-06|2014-05-04|2014-04-08|3|14.91|The Cracker Box|55 Grizzly Peak Rd.|Butte|North America|59801|USA|51|Filo Mix|24|5|16 - 2 kg boxes|7.0|38|0|25|0|77.0|The Cracker Box|Liu Wong|Marketing Assistant|55 Grizzly Peak Rd.|Butte|North America|59801|USA|(406) 555-5834|(406) 555-8083|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|23|G'day, Mate|Wendy Mackenzie|Sales Representative|170 Prince Edward Parade Hunter's Hill|Sydney|NSW|2042|Australia|(02) 555-5914|(02) 555-4873|G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41733|41733|0|Sunday|Sun|4|April|Apr|6|2014|14|2|1|41761|41761|0|Sunday|Sun|5|May|May|4|2014|18|2|1|41735.0|41735.0|2|Tuesday|Tue|4.0|April|Apr|8.0|2014.0|15.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|2|Federal Shipping|(503) 555-9931
1954|11004/26|11004|26|31.23|6|0.0|756|MAISD|3|2014-04-07|2014-05-05|2014-04-20|1|44.84|Maison Dewey|Rue Joseph-Bens 532|Bruxelles|Western Europe|B-1180|Belgium|25|Gumbär Gummibärchen|11|3|100 - 250 g bags|31.23|15|0|0|0|49.0|Maison Dewey|Catherine Dewey|Sales Agent|Rue Joseph-Bens 532|Bruxelles|Western Europe|B-1180|Belgium|(02) 201 24 67|(02) 201 24 68|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|10|Heli Süßwaren GmbH & Co. KG|Petra Winkler|Sales Manager|Tiergartenstraße 5|Berlin|Western Europe|10785|Germany|(010) 9984510|Unknown Value|Unknown Value|2|Confections|Desserts, candies, and sweet breads|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41747.0|41747.0|0|Sunday|Sun|4.0|April|Apr|20.0|2014.0|16.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
1955|11004/76|11004|76|18.0|6|0.0|756|MAISD|3|2014-04-07|2014-05-05|2014-04-20|1|44.84|Maison Dewey|Rue Joseph-Bens 532|Bruxelles|Western Europe|B-1180|Belgium|75|Lakkalikööri|23|1|500 ml|18.0|57|0|20|0|49.0|Maison Dewey|Catherine Dewey|Sales Agent|Rue Joseph-Bens 532|Bruxelles|Western Europe|B-1180|Belgium|(02) 201 24 67|(02) 201 24 68|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|22|Karkki Oy|Anne Heikkonen|Product Manager|Valtakatu 12|Lappeenranta|Scandinavia|53120|Finland|(953) 10956|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41747.0|41747.0|0|Sunday|Sun|4.0|April|Apr|20.0|2014.0|16.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|0|Speedy Express|(503) 555-9831
1956|11005/1|11005|1|18.0|2|0.0|757|WILMK|2|2014-04-07|2014-05-05|2014-04-10|1|0.75|Wilman Kala|Keskuskatu 45|Helsinki|Scandinavia|21240|Finland|0|Chai|1|1|10 boxes x 20 bags|18.0|39|0|10|0|89.0|Wilman Kala|Matti Karttunen|Owner/Marketing Assistant|Keskuskatu 45|Helsinki|Scandinavia|21240|Finland|90-224 8858|90-224 8858|1|Fuller|Andrew|Vice President, Sales|Dr.|1984-02-19|2024-08-14|908 W. Capital Way|Tacoma|North America|98401|USA|(206) 555-9482|3457|Unknown Value|Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.|-1.0|http://accweb/emmployees/fuller.bmp|0|Exotic Liquids|Charlotte Cooper|Purchasing Manager|49 Gilbert St.|London|British Isles|EC1 4SD|UK|(171) 555-2222|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41737.0|41737.0|4|Thursday|Thu|4.0|April|Apr|10.0|2014.0|15.0|2.0|1.0|30729|30729|0|Sunday|Sun|2|February|Feb|19|1984|7|1|1|45516|45516|3|Wednesday|Wed|8|August|Aug|14|2024|33|3|2|0|Speedy Express|(503) 555-9831
1957|11005/59|11005|59|55.0|10|0.0|757|WILMK|2|2014-04-07|2014-05-05|2014-04-10|1|0.75|Wilman Kala|Keskuskatu 45|Helsinki|Scandinavia|21240|Finland|58|Raclette Courdavault|28|4|5 kg pkg.|55.0|79|0|0|0|89.0|Wilman Kala|Matti Karttunen|Owner/Marketing Assistant|Keskuskatu 45|Helsinki|Scandinavia|21240|Finland|90-224 8858|90-224 8858|1|Fuller|Andrew|Vice President, Sales|Dr.|1984-02-19|2024-08-14|908 W. Capital Way|Tacoma|North America|98401|USA|(206) 555-9482|3457|Unknown Value|Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative, was promoted to sales manager in January 1992 and to vice president of sales in March 1993.  Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.|-1.0|http://accweb/emmployees/fuller.bmp|27|Gai pâturage|Eliane Noz|Sales Representative|Bat. B 3, rue des Alpes|Annecy|Western Europe|74000|France|38.76.98.06|38.76.98.58|Unknown Value|3|Dairy Products|Cheeses|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41737.0|41737.0|4|Thursday|Thu|4.0|April|Apr|10.0|2014.0|15.0|2.0|1.0|30729|30729|0|Sunday|Sun|2|February|Feb|19|1984|7|1|1|45516|45516|3|Wednesday|Wed|8|August|Aug|14|2024|33|3|2|0|Speedy Express|(503) 555-9831
1958|11006/1|11006|1|18.0|8|0.0|758|GREAL|3|2014-04-07|2014-05-05|2014-04-15|2|25.19|Great Lakes Food Market|2732 Baker Blvd.|Eugene|North America|97403|USA|0|Chai|1|1|10 boxes x 20 bags|18.0|39|0|10|0|31.0|Great Lakes Food Market|Howard Snyder|Marketing Manager|2732 Baker Blvd.|Eugene|North America|97403|USA|(503) 555-7555|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|0|Exotic Liquids|Charlotte Cooper|Purchasing Manager|49 Gilbert St.|London|British Isles|EC1 4SD|UK|(171) 555-2222|Unknown Value|Unknown Value|0|Beverages|Soft drinks, coffees, teas, beers, and ales|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41742.0|41742.0|2|Tuesday|Tue|4.0|April|Apr|15.0|2014.0|16.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
1959|11006/29|11006|29|123.79|2|0.25|758|GREAL|3|2014-04-07|2014-05-05|2014-04-15|2|25.19|Great Lakes Food Market|2732 Baker Blvd.|Eugene|North America|97403|USA|28|Thüringer Rostbratwurst|12|6|50 bags x 30 sausgs.|123.79|0|0|0|1|31.0|Great Lakes Food Market|Howard Snyder|Marketing Manager|2732 Baker Blvd.|Eugene|North America|97403|USA|(503) 555-7555|Unknown Value|2|Leverling|Janet|Sales Representative|Ms.|1995-08-30|2024-04-01|722 Moss Bay Blvd.|Kirkland|North America|98033|USA|(206) 555-3412|3355|Unknown Value|Janet has a BS degree in chemistry from Boston College (1984).  She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992.|2.0|http://accweb/emmployees/leverling.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|5|Meat/Poultry|Prepared meats|41734|41734|1|Monday|Mon|4|April|Apr|7|2014|15|2|1|41762|41762|1|Monday|Mon|5|May|May|5|2014|19|2|1|41742.0|41742.0|2|Tuesday|Tue|4.0|April|Apr|15.0|2014.0|16.0|2.0|1.0|34939|34939|3|Wednesday|Wed|8|August|Aug|30|1995|35|3|2|45381|45381|1|Monday|Mon|4|April|Apr|1|2024|14|2|1|1|United Package|(503) 555-3199
1960|11007/8|11007|8|40.0|30|0.0|759|PRINI|8|2014-04-08|2014-05-06|2014-04-13|2|202.24|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|7|Northwoods Cranberry Sauce|3|2|12 - 12 oz jars|40.0|6|0|0|0|59.0|Princesa Isabel Vinhos|Isabel de Castro|Sales Representative|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|(1) 356-5634|Unknown Value|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|2|Grandma Kelly's Homestead|Regina Murphy|Sales Representative|707 Oxford Rd.|Ann Arbor|North America|48104|USA|(313) 555-5735|(313) 555-3349|Unknown Value|1|Condiments|Sweet and savory sauces, relishes, spreads, and seasonings|41735|41735|2|Tuesday|Tue|4|April|Apr|8|2014|15|2|1|41763|41763|2|Tuesday|Tue|5|May|May|6|2014|19|2|1|41740.0|41740.0|0|Sunday|Sun|4.0|April|Apr|13.0|2014.0|15.0|2.0|1.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|1|United Package|(503) 555-3199
1961|11007/29|11007|29|123.79|10|0.0|759|PRINI|8|2014-04-08|2014-05-06|2014-04-13|2|202.24|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|28|Thüringer Rostbratwurst|12|6|50 bags x 30 sausgs.|123.79|0|0|0|1|59.0|Princesa Isabel Vinhos|Isabel de Castro|Sales Representative|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|(1) 356-5634|Unknown Value|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|11|Plutzer Lebensmittelgroßmärkte AG|Martin Bein|International Marketing Mgr.|Bogenallee 51|Frankfurt|Western Europe|60439|Germany|(069) 992755|Unknown Value|Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#|5|Meat/Poultry|Prepared meats|41735|41735|2|Tuesday|Tue|4|April|Apr|8|2014|15|2|1|41763|41763|2|Tuesday|Tue|5|May|May|6|2014|19|2|1|41740.0|41740.0|0|Sunday|Sun|4.0|April|Apr|13.0|2014.0|15.0|2.0|1.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|1|United Package|(503) 555-3199
1962|11007/42|11007|42|14.0|14|0.0|759|PRINI|8|2014-04-08|2014-05-06|2014-04-13|2|202.24|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|41|Singaporean Hokkien Fried Mee|20|5|32 - 1 kg pkgs.|14.0|26|0|0|1|59.0|Princesa Isabel Vinhos|Isabel de Castro|Sales Representative|Estrada da saúde n. 58|Lisboa|Southern Europe|1756|Portugal|(1) 356-5634|Unknown Value|7|Callahan|Laura|Inside Sales Coordinator|Ms.|1990-01-09|2026-03-05|4726 - 11th Ave. N.E.|Seattle|North America|98105|USA|(206) 555-1189|2344|Unknown Value|Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French.|2.0|http://accweb/emmployees/davolio.bmp|19|Leka Trading|Chandra Leka|Owner|471 Serangoon Loop, Suite #402|Singapore|South-East Asia|0512|Singapore|555-8787|Unknown Value|Unknown Value|4|Grains/Cereals|Breads, crackers, pasta, and cereal|41735|41735|2|Tuesday|Tue|4|April|Apr|8|2014|15|2|1|41763|41763|2|Tuesday|Tue|5|May|May|6|2014|19|2|1|41740.0|41740.0|0|Sunday|Sun|4.0|April|Apr|13.0|2014.0|15.0|2.0|1.0|32880|32880|2|Tuesday|Tue|1|January|Jan|9|1990|2|1|1|46084|46084|4|Thursday|Thu|3|March|Mar|5|2026|10|1|1|1|United Package|(503) 555-3199
